input_power,output_power,attenuation,noise,snr,distance,fault
9.49816047538945,7.870265857677239,0.2046822734943624,0.07054326947880082,35.71995878283593,0.0,Normal
11.802857225639665,8.583801894756716,0.19879151962879993,0.08170132574722351,38.05432329299986,0.0,Normal
10.92797576724562,9.245891671752817,0.4625018322084147,0.03254211089132491,37.60160929790159,0.0,Normal
10.394633936788146,8.964449772819123,0.19981847993980245,0.0662386689646299,31.538999046937736,0.0,Normal
8.624074561769746,9.1131222957229,0.2087798904514524,0.06145713848293739,31.492494697414738,0.0,Normal
8.623978081344811,8.817566733421435,0.4037593049671855,0.08495473391094441,32.681743677449134,0.0,Normal
8.232334448672798,8.884553129035705,0.279895936980216,0.09154783544331345,33.610747263410374,0.0,Normal
11.46470458309974,9.198391303130638,0.4106842227820725,0.011094109432964813,34.08455581408482,0.0,Normal
10.404460046972835,7.999336017718372,0.1261464630257541,0.07066179271529134,36.796972168333454,0.0,Normal
10.832290311184181,8.47884992728628,0.29502847746935373,0.014665221920775613,30.566804321658353,0.0,Normal
8.08233797718321,7.9424188836392045,0.11344544007331306,0.05939727985696204,30.346727042260664,0.0,Normal
11.879639408647977,9.475336015993294,0.12506128138214181,0.03588694561393104,33.91910562943909,0.0,Normal
11.329770563201688,9.388118679373227,0.4625749813377644,0.03760989395699271,36.971636921379805,0.0,Normal
8.849356442713106,7.578853622737012,0.15569814844703808,0.0417662653107121,31.934353429564826,0.0,Normal
8.727299868828403,8.911150345031377,0.3129682729100869,0.06591632041446492,36.41504481256251,0.0,Normal
8.733618039413734,9.350496634831332,0.26443824104028263,0.040064496910189235,32.59828137940299,0.0,Normal
9.216968971838151,7.861150690254667,0.23893733050353708,0.07594291455312524,38.86086108813517,0.0,Normal
10.099025726528952,8.635890461105259,0.459933338274909,0.04640746470164828,38.95689944266616,0.0,Normal
9.727780074568463,9.330976595176084,0.1087293587101958,0.016151788027896276,32.972872042813265,0.0,Normal
9.164916560792168,7.5678919571715975,0.3655158744702357,0.08053838582356966,32.2999375396324,0.0,Normal
10.447411578889518,8.89484053449368,0.4853577736854202,0.035718249213343545,34.113039720662314,0.0,Normal
8.557975442608168,8.094698014745102,0.3240672733847368,0.04894901916393364,32.40531585180149,0.0,Normal
9.168578594140872,9.348792390753061,0.4747289848132368,0.07168994948997115,36.723838432917034,0.0,Normal
9.465447373174767,9.442116490330736,0.12090315171440952,0.03992105414338409,38.26064684548285,0.0,Normal
9.824279936868145,9.388532978226868,0.26751732762966457,0.015092709053204407,36.73092130911217,0.0,Normal
11.140703845572055,8.448428433314927,0.20406311638482047,0.043652894231153226,38.2435044724935,0.0,Normal
8.798695128633439,9.224085301978628,0.3923283859922919,0.09500037244248731,33.96992162207474,0.0,Normal
10.056937753654447,9.189098797070141,0.4925188361988987,0.06775609575687024,31.56316970708861,0.0,Normal
